,0
614,"@mnaved670 We are sorry for the inconvenience caused. As checked, we see that the extension was done from 26/04/23… https://t.co/YG93cIYoau"
615,@Abhiram1524 We do understand your concern. We are sorry to inform you that we shall be unable to process any refun… https://t.co/RUmQV8UEJa
616,@zoomcar need solution
617,@Zoomcar_India The host told me I would get refund and forced me to pay a minimal fine to avoid seizing of car. And… https://t.co/w19QoYLB0V
618,@Zoomcar_India Still no solution waiting your revert and ticket no https://t.co/DlSr9FfEes
619,@Zoomcar_India waiting your revert
620,@Zoomcar_India waiting your revert
621,"@Zoomcar_India During my live trip, the car is broken down, and the car is in the garage from 4.30pm(24.04.23) to 1… https://t.co/i4s4LWrC8r"
622,@Zoomcar_India waiting revert
623,"@Zoomcar_India it’s my request for car repairing, which I have been waiting on for the past four months. I have rai… https://t.co/u2ErjWOJaS"
624,@Zoomcar_India Connect with me ASAP
625,@Abhiram1524 We are sorry for the inconvenience caused. We would like to inform you that the whiteboard vehicles sh… https://t.co/8zoiAj4IdZ
626,Still waiting for you response @Zoomcar_India
627,@Zoomcar_India I enrolled my car for your host programme there was a booking on 20th APR 2023 at 11 pm that ends at… https://t.co/KPI3TIKvs3
628,@Zoomcar_India I am sure my car was met with an accident which I came to know with the person who has booked my car… https://t.co/vvCKVfNGh5
629,@Zoomcar_India I enrolled my car for your host programme there was a booking on 20th APR 2023 at 11 pm that ends at… https://t.co/jOGyeHCO51
630,@Zoomcar_India I enrolled my car for your host programme there was a booking on 20th APR 2023 at 11 pm that ends at… https://t.co/RZ7dFSrJtD
631,@Zoomcar_India I enrolled my car for your host programme there was a booking on 20th APR 2023 at 11 pm that ends at… https://t.co/TT7enJuR42
632,@Zoomcar_India I enrolled my car for your host programme there was a booking on 20th APR 2023 at 11 pm that ends at… https://t.co/QpSFMoxiuZ
633,These are the details of my booking. The car having white number plate caused us to pay the fine. I request… https://t.co/EXN4O3Emim
634,"@KoradaSriram Our email team shall respond to your concern. Therefore, we request you to kindly elaborate on your c… https://t.co/LWWfougu54"
635,"@KoradaSriram We apologize for any inconvenience caused, we would like to bring to your notice that we do not have… https://t.co/74nsoUbDcj"
636,"@KoradaSriram Our email team shall respond to your concern. Therefore, we request you to kindly elaborate on your c… https://t.co/quZTRvvO3l"
637,"@KoradaSriram We apologize for any inconvenience caused, we would like to bring to your notice that we do not have… https://t.co/lXG5FThRqg"
638,"@Zoomcar_India Dear Zoom, I’m facing an issue with a booking for which I wanted to speak to a agent badly. Please d… https://t.co/7hl2kIDS2g"
639,@Zoomcar_India This was the booking ID JPSNCYUNL https://t.co/PlNKoNYxax
640,@Zoomcar_India I enrolled my car for your host programme there was a booking on 20th APR 2023 at 11 pm that ends at… https://t.co/wrnaIoDWt7
641,@RenjuNairR We kindly request you elaborate your concern in detail along with the ticket ID raised for the same con… https://t.co/M9qjsuZdlj
642,@RenjuNairR We kindly request you elaborate your concern in detail along with the ticket ID raised for the same con… https://t.co/2gA0ABUYRi
643,@RenjuNairR We kindly request you elaborate your concern in detail along with the ticket ID raised for the same con… https://t.co/y7rNMCye6P
644,@RenjuNairR We kindly request you elaborate your concern in detail along with the ticket ID raised for the same con… https://t.co/4k1ej3N4Cj
645,@RenjuNairR We kindly request you elaborate your concern in detail along with the ticket ID raised for the same con… https://t.co/t2a0mhn5th
646,@RenjuNairR We kindly request you elaborate your concern in detail along with the ticket ID raised for the same con… https://t.co/wtbJfTdsK2
647,@Zoomcar_India Still no reply 😞 @Zoomcar_India
648,"@AsadMukri We regret the inconvenience caused to you. In order to assist you further, we would require your booking… https://t.co/P4GJPoSf5J"
649,"@Garima8sachdeva We regret the inconvenience caused to you. In order to assist you further, we would require your b… https://t.co/bDwXXQdmgK"
650,@Zoomcar_India Is there a way to reach out to you to TALK? I have been facing an issue for a while now. Your AI and… https://t.co/ODV99YtZwz
651,"@anirudhs170 We are sorry for the inconvenience caused. As we see that, we have requested you to reach out to the w… https://t.co/U1m8Rdjayn"
652,When are you returning my money @Zoomcar_India @morang @NirmalNr1 #fraud
653,"@Zoomcar_India Booking id - JPSNC1NL3
I had uploaded two bills of Fastag, and only one has been approved. + why am… https://t.co/NUVsMQN8DW"
654,@Zoomcar_India My first and last booking was on March 26th since then i have reported my concern several times to s… https://t.co/JVjAlt5peh
655,"@SangrasSwaroop We regret the inconvenience caused to you. In order to assist you further, we would require your bo… https://t.co/AE15wZL0DO"
656,@Zoomcar_India @Zoomcar_India HAVE THE BLOODY COURTESY TO REPLY. I’ll be looking forward to your response over here (at least
657,@mnaved670 We are sorry for the inconvenience caused. We have escalated the issue to our concerned team. Rest assur… https://t.co/ZPdUf2w2Xx
658,@Zoomcar_India hello! I have not been refunded the Fastag amount which was promised before starting the trip! There… https://t.co/SgTuZ3On2T
659,@Zoomcar_India Thank you soo much @Zoomcar_India for such quick response to resolved issue.much appreciated 👏🏻👏🏻
660,@Zoomcar_India @Zoomcar_India I am sending emails from past week. Is there anyone who can help me out ?
661,"@VasudeV__Pawar Dear Vasudev, we are pleased to inform you that your profile has been approved. You can now start y… https://t.co/ro95OtaOSH"
662,"@Prabhu_DS Hello Prabhu, we do understand your concern. However, we see that our concerned team has already initiat… https://t.co/gfyazLx154"
663,@HemantSharma257 We always appreciate customers who take the time to give us their feedback. We'll pass what you've… https://t.co/16NeLU9xFR
664,@010_sumit We are sorry for the inconvenience caused. We have responded to you through Direct Message. We kindly re… https://t.co/l8C3mSBQlx
665,@010_sumit We are sorry for the inconvenience caused. We have responded to you through Direct Message. We kindly re… https://t.co/Pdx6alw2u1
666,@010_sumit We are sorry for the inconvenience caused. We have responded to you through Direct Message. We kindly re… https://t.co/5gkFqfixZA
667,"@Zoomcar_India Don't have you minimum commonsense and shame to you
To get back and solve one issue you people taking muck time"
668,@Zoomcar_India Any update
669,"@vibhorkush We regret the inconvenience caused to you. In order to assist you further, we would require your bookin… https://t.co/KvowuKNk7J"
670,@Zoomcar_India does this make any sense? Your people are responding to my enquiries as if they don't know anything… https://t.co/VttD7V4Zqe
671,@Zoomcar_India I have a question how come you got a license to cheat the private car owners? How did you manage to… https://t.co/o6g6Re6iKU
672,@Zoomcar_India I have a question how come you got a license to cheat the private car owners? How did you manage to… https://t.co/3zzet5XSYo
673,@Zoomcar_India I have a question how come you got a license to cheat the private car owners? How did you manage to… https://t.co/jDEJZCjxFH
674,@Zoomcar_India I have a question how come you got a license to cheat the private car owners? How did you manage to… https://t.co/c6lsoc3lXf
675,@Zoomcar_India I have a question how come you got a license to cheat the private car owners? How did you manage to… https://t.co/KKEBMIZvBE
676,@Zoomcar_India care to reply
677,@somu200689 We are sorry for the inconvenience caused. We have replied to you through Direct Message for your conce… https://t.co/WMSuCl67Sq
678,"@VickykshBatra @Zoomcar_India @thecroindia @jagograhakjago @consaff @PIBConsumerFood They all are cheating
Car was… https://t.co/gkuiGRsDqx"
679,"@Zoomcar_India @Zoomcar_India @ZoomcarDEL 
Please respond to this ticket ticket id 1753221
Booking id JPSNCYUCB
BOO… https://t.co/CCV54WCIL1"
680,"@Zoomcar_India 
Dear zoom car,
My car is DL3CCS8828 tata nexon is damaged on while booking since last 2 month they… https://t.co/VrTQen7fp7"
681,"@VickykshBatra @thecroindia @jagograhakjago @consaff @PIBConsumerFood We apologize for the delay in responding, kin… https://t.co/KvOHWT7bGL"
682,@Zoomcar_India Hello @Zoomcar_India I have uploaded passport.can you please check and do the needful.
683,"@Zoomcar_India The Fastag in the received car is blacklisted. Due to this, I paid double the charges for every toll… https://t.co/bWyZoWJExL"
684,@Zoomcar_India Update please
685,@Zoomcar_India Your hosts will damage the car then you declare as total loss
686,"@Zoomcar_India 
I booked a car and reached the location at exact time. It took me 2 min to get to the parking spot… https://t.co/CD0RpV2QDq"
687,"ZOOMCAR is The Worst Carsharing Platform that exists 
There have been numerous complaints and issues with the… https://t.co/wO1UpDc6TJ"
688,"@Zoomcar_India @morang Hi, 

I want to follow back on my issue. My car got damaged in last booking with the id JPSN… https://t.co/CUdrfJXN8F"
689,@Zoomcar_India Still no refund . booking ID: JPSNCMSWO
690,@Zoomcar_India It’s should be battle against Zoomcar . Haven’t recent refund till date booking ID: JPSNCMSWO
691,@Zoomcar_India Why cant you follow up based on the booking reference?
692,@Zoomcar_India I have raised 2 tickets now. I have asked for the ticket reference number but I still haven't receiv… https://t.co/AbNusCxNrN
693,@Zoomcar_India whag the hell is this....no response on tickets and you said you will take care of 100% fuel....when… https://t.co/D3p4wQvKHd
694,@Zoomcar_India please escalate this issue and ask the team to resolve it ASAP. I am getting so many calls every day… https://t.co/0scQvkGq5e
695,"@Zoomcar_India 
I have returned the car with same fuel, and I have been telling this 100 times now! Before the star… https://t.co/nczQFO6ufn"
696,"@Zoomcar_India 
Please find the booking details in the screenshot attached. Total outstanding says 154 but I am bei… https://t.co/fBctiUzwFo"
697,You charged me inr 10000 for a rule violation fee no invoice or explanation of what the charge is for. This is unfa… https://t.co/avXerObWYr
698,"@Zoomcar_India @ZoomcarMUM 
I have placed the vehicle at correct parking position but still it says I am far away.… https://t.co/JTG5DXrSh8"
699,"Hey @Zoomcar_India, can you help me with the pending refund for my booking id JPSNCGSLK? It has been over a month I… https://t.co/onlzb1Un09"
700,"@Zoomcar_India I took car on 29th march with 20% fuel and returned on 30th april 2023 with 70% fuel, but i didnt go… https://t.co/WyYe6fCt7K"
701,"@Zoomcar_India @ZoomcarBLR Request you please take a necessary action.Spare tyre has been stolen, which is immediat… https://t.co/UNdHCieIyO"
702,@Zoomcar_India How many times do I need to bark like a dog to get resolution?
703,"@Zoomcar_India Request you please take a necessary action.Spare tyre has been stolen, which is immediate requiremen… https://t.co/ptIJULd9sV"
